movie_id,cast_data,crew_data
9587,"Winona Ryder|Jo March|0~~Gabriel Byrne|Friedrich Bhaer|1~~Trini Alvarado|Meg March|2~~Samantha Mathis|Older Amy March|3~~Kirsten Dunst|Younger Amy March|4~~Claire Danes|Beth March|5~~Christian Bale|Laurie|6~~Eric Stoltz|John Brooke|7~~Susan Sarandon|Mrs. Abigail ""Marmee"" March|8~~John Neville|Mr. Laurence|9",
65086,Daniel Radcliffe|Arthur Kipps|0~~Ciarán Hinds|Mr. Daily|1~~Sidney Johnston|Nicholas Daily|2~~Alisa Khazanova|Alice|3~~Mary Stockley|Mrs. Fisher|4~~Alfie Field|Tom Hardy|5~~Roger Allam|Mr. Bentley|6~~Sophie Stuckey|Stella Kipps|7~~Shaun Dooley|Fisher|8~~Liz White|Jennet Humfrye|9~~Victor McGuire|Gerald Hardy|10~~Tim McMullan|Mr. Jerome|11~~Cathy Sara|Mrs. Jerome|12~~Daniel Cerqueira|Keckwick|13~~Janet McTeer|Mrs. Daily|14~~David Burke|PC Collins|15~~Jessica Raine|Nanny|16~~Emma Shorey|Fisher Girl|17~~Molly Harmon|Fisher Girl|18~~Ellisa Walker-Reid|Fisher Girl|19~~Misha Handley|Joseph Kipps|20~~Lucy May Barker|Nursemaid|21~~Indira Ainger|Little Girl on Train|22~~Andy Robb|Dr. Emery|23~~Alexia Osborne|Victoria Hardy|24,Director|James Watkins|Directing~~Producer|Brian Oliver|Production~~Producer|Richard Jackson|Production~~Producer|Simon Oakes|Production~~Executive Producer|Guy East|Production~~Executive Producer|Nigel Sinclair|Production~~Executive Producer|Roy Lee|Production~~Screenplay|Jane Goldman|Writing~~Director of Photography|Tim Maurice-Jones|Camera~~Original Music Composer|Marco Beltrami|Sound~~Editor|Jon Harris|Editing~~Production Design|Kave Quinn|Art~~Costume Design|Keith Madden|Costume & Make-Up~~Casting|Karen Lindsay-Stewart|Production~~Art Direction|Kate Grimble|Art
10053,,Director|Simon West|Directing~~Producer|John Davis|Production~~Producer|Wyck Godfrey|Production~~Producer|Ken Lemberger|Production~~Executive Producer|Paddy Cullen|Production~~Director of Photography|Peter Menzies Jr.|Camera~~Original Music Composer|James Dooley|Sound~~Editor|Jeff Betancourt|Editing~~Production Design|Jon Gary Steele|Art~~Costume Design|Marie-Sylvie Deveau|Costume & Make-Up~~Casting|Nancy Nayor|Production~~Art Direction|Gerald Sullivan|Art~~Author|Jake Wade Wall|Writing~~Author|Steve Feke|Writing~~Author|Fred Walton|Writing~~Script Supervisor|Adrienne Hamalian-Mangine|Directing~~Makeup Artist|Kristina Vogel|Costume & Make-Up~~Hairstylist|Vickie Mynes|Costume & Make-Up~~Makeup Department Head|Gigi Williams|Costume & Make-Up~~Makeup Artist|Kimberly Meyer|Costume & Make-Up
11870,Frankie Muniz|Jason Shepherd|0~~Paul Giamatti|Marty Wolf|1~~Amanda Bynes|Kaylee|2~~Amanda Detmer|Monty Kirkham|3~~Donald Faison|Frank Jackson|4~~Lee Majors|Vince|5~~Russell Hornsby|Marcus Duncan|6~~Michael Bryan French|Harry Shepherd|7~~Christine Tucci|Carol Shepherd|8~~Alexandra Breckenridge|Janie Shepherd|9~~Jaleel White|Himself|10~~Taran Killam|Bret Callaway|11~~Sandra Oh|Ms. Phyllis Caldwell|12~~Rebecca Corry|Astrid Barker|13~~John Cho|Dustin Wong|14~~Tracey Cherelle Jones|Penny|15~~Amy Hill|Joscelyn Davis|16~~Brian Turk|The Masher|17~~Kenan Thompson|Party Goer|18,Director|Shawn Levy|Directing~~Producer|Brian Robbins|Production~~Screenplay|Brian Robbins|Writing~~Screenplay|Dan Schneider|Writing~~Director of Photography|Jonathan Brown|Camera~~Original Music Composer|Christophe Beck|Sound~~Editor|Stuart H. Pappé|Editing
586,Dustin Hoffman|Stanley Motss|0~~Robert De Niro|Conrad Brean|1~~Anne Heche|Winifred Ames|2~~Woody Harrelson|Sergeant William Schumann|3~~Jim Belushi|Jim Belushi|4~~Denis Leary|Fad King|5~~Willie Nelson|Johnny Dean|6~~Andrea Martin|Liz Butsky|7~~Kirsten Dunst|Tracy Lime|8~~William H. Macy|CIA Agent Charles Young|9~~John Michael Higgins|John Levy|10~~Suzie Plakson|Grace|11~~Michael Belson|President|12~~Suzanne Cryer|Amy Cain|13~~Jason Cottle|A.D.|14~~Jenna Byrne|Sharon|15,Director|Barry Levinson|Directing~~Producer|Robert De Niro|Production~~Producer|Jane Rosenthal|Production~~Producer|Barry Levinson|Production~~Screenplay|David Mamet|Writing~~Screenplay|Hilary Henkin|Writing~~Director of Photography|Robert Richardson|Camera~~Original Music Composer|Mark Knopfler|Sound~~Editor|Stu Linder|Editing~~Production Design|Wynn Thomas|Art~~Costume Design|Rita Ryack|Costume & Make-Up~~Casting|Debra Zane|Production~~Casting|Ellen Chenoweth|Production~~Art Direction|Mark Worthington|Art~~Author|Larry Beinhart|Writing~~Set Decoration|Robert Greenfield|Art~~Supervising Sound Editor|Tim Holland|Sound~~Makeup Artist|Daniel C. Striepeke|Costume & Make-Up~~Hairstylist|Ilona Herman|Costume & Make-Up~~Assistant Costume Designer|Maggie Morgan|Costume & Make-Up
18736,Hilary Duff|Lizzie McGuire|0~~Adam Lamberg|David Gordon|1~~Hallie Todd|Jo McGuire|2~~Robert Carradine|Sam McGuire|3~~Jake Thomas|Matt McGuire|4~~Alex Borstein|Miss Ungermeyer|7~~Yani Gellman|Paolo Valisari|8~~Carly Schroeder|Melina Bianco|10~~Daniel Escobar|Mr. Escobar|11~~Jody Racicot|Giorgio|12~~Peter Kelamis|Dr. Comito|13~~Katy Louise Saunders|Cute Girl #1|17~~Ona Grauer|Model #1|22~~Antonio Cupo|Model #2|23~~Marcus Hondro|Janitor|24~~Brent Chapman|Parent #1|28~~Christine Lippa|Parent #2|29~~Dan Joffre|Parent #3|30~~Ilaria Tommasino|Small Child #2|32~~Aaron Douglas|Paparazzo #2|39~~Heather Laura Gray|Background Dancer|41~~Morgan Tanner|Background Dancer|44~~Evangeline Lilly|Police Officer|45~~Paolo Giovannucci|Florista #1|46,Director|Jim Fall|Directing~~Producer|Stan Rogow|Production~~Director of Photography|Jerzy Zielinski|Camera~~Original Music Composer|Cliff Eidelman|Sound~~Editor|Margaret Goodspeed|Editing~~Writer|Ed Decter|Writing~~Writer|John J. Strauss|Writing~~Writer|Susan Estelle Jansen|Writing
134411,"Dwayne Johnson|John Matthews|0~~Barry Pepper|Agent Cooper|1~~Jon Bernthal|Daniel James|2~~Susan Sarandon|Joanne Keeghan|3~~Michael Kenneth Williams|Malik|4~~Rafi Gavron|Jason Collins|5~~Melina Kanakaredes|Sylvie Collins|6~~Nadine Velazquez|Analisa|7~~Benjamin Bratt|Juan Carlos ""El Topo"" Pintera|8~~Harold Perrineau|Jeffery Steele|9~~J. D. Pardo|Benicio|10~~Richard Cabral|Flaco|11~~Kym Jackson|Agent Sims|12~~Jason Douglas|Wayne|13~~Kyara Campos|Isabelle Matthews|14~~James Allen McCune|Craig|15~~Ashlynn Ross|Amanda|16~~Spencer Miller|Anthony|17~~Jayson Floyd|Agent Thompson|18~~Benjamin Blankenship|Agent Torres|19~~Darnell Trotter|Bones|20~~Tim J. Smith|Lazy|21",Director|Ric Roman Waugh|Directing~~Producer|Jonathan King|Production~~Producer|Guy East|Production~~Producer|Nigel Sinclair|Production~~Executive Producer|Becki Cross Trujillo|Production~~Executive Producer|Justin Haythe|Production~~Screenplay|Justin Haythe|Writing~~Screenplay|Ric Roman Waugh|Writing~~Director of Photography|Dana Gonzales|Camera~~Editor|Jonathan Chibnall|Editing~~Production Design|Vincent Reynaud|Art~~Costume Design|Kimberly Adams-Galligan|Costume & Make-Up~~Casting|Mary Vernieu|Production~~Casting|Lindsay Graham|Production~~Art Direction|Joe Lemmon|Art
287903,Adam Scott|Tom Engel|0~~Toni Collette|Sarah Engel|1~~Allison Tolman|Linda|2~~David Koechner|Howard|4~~Emjay Anthony|Max Engel|5~~Stefania LaVie Owen|Beth Engel|6~~Queenie Samuel|Jordan|7~~Conchata Ferrell|Aunt Dorothy|8~~Luke Hawker|Krampus|9~~Ivy George|Cherub|10~~Sophie Gannon|Hero Dark Elf|11~~Krista Stadler|Omi|12~~Trevor Bau|Dark Elf|13~~Gideon Emery|Krampus (voice)|14~~Maverick Flack|Howie Jnr|15~~Felicity Hamill|Dark Elf|16~~Tess Jamieson-Karaha|Wasp Mother|17~~Lolo Owen|Stevie|18~~Gareth Ruck|Dark Elf|19~~Leith Towers|Derek|20~~Chi Jiajia Lim|Extra (uncredited)|21,
9276,,Director|Robert Rodriguez|Directing~~Producer|Robert Rodriguez|Production~~Producer|Elizabeth Avellan|Production~~Producer|Tamara Smith|Production~~Executive Producer|Bob Weinstein|Production~~Executive Producer|Harvey Weinstein|Production~~Screenplay|Kevin Williamson|Writing~~Director of Photography|Enrique Chediak|Camera~~Original Music Composer|Marco Beltrami|Sound~~Editor|Robert Rodriguez|Editing~~Production Design|Cary White|Art~~Costume Design|Michael T. Boyd|Costume & Make-Up~~Casting|Mary Vernieu|Production~~Casting|Anne McCarthy|Production~~Art Direction|Ed Vega|Art~~Sound Re-Recording Mixer|Robert Rodriguez|Sound~~Camera Operator|Robert Rodriguez|Camera~~Music Editor|Bill Abbott|Sound~~Sound Effects Editor|Kyrsten Mate|Sound~~Sound Designer|Steve Boeddeker|Sound
15765,,Director|Brian Gibson|Directing~~Screenplay|Kate Lanier|Writing~~Novel|Tina Turner|Writing
2142,,Director|James Mangold|Directing~~Producer|Cathy Konrad|Production~~Producer|Cary Woods|Production~~Producer|Ezra Swerdlow|Production~~Executive Producer|Bob Weinstein|Production~~Executive Producer|Harvey Weinstein|Production~~Director of Photography|Eric Alan Edwards|Camera~~Original Music Composer|Howard Shore|Sound~~Editor|Craig McKay|Editing~~Production Design|Lester Cohen|Art~~Costume Design|Ellen Lutter|Costume & Make-Up~~Casting|Todd M. Thaler|Production~~Art Direction|Wing Lee|Art~~Writer|James Mangold|Writing~~Associate Producer|Kevin King Templeton|Production~~Set Decoration|Karin Wiesel|Art~~Co-Producer|Kerry Orent|Production~~Stunts|Ashley Cusato|Crew~~Associate Producer|Christopher Goode|Production~~Associate Producer|Richard Miller|Production
11397,,Director|Joel Gallen|Directing~~Producer|Neal H. Moritz|Production~~Executive Producer|Michael I. Rachmil|Production~~Executive Producer|Brad Luff|Production~~Screenplay|Buddy Johnson|Writing~~Screenplay|Phil Beauman|Writing~~Screenplay|Adam Jay Epstein|Writing~~Director of Photography|Reynaldo Villalobos|Camera~~Original Music Composer|Theodore Shapiro|Sound~~Editor|Steve Welch|Editing~~Production Design|Joseph T. Garrity|Art~~Costume Design|Florence-Isabelle Megginson|Costume & Make-Up~~Casting|Joseph Middleton|Production~~Art Direction|Jay Pelissier|Art~~Casting Associate|Michelle Morris|Production~~Set Decoration|Melissa M. Levander|Art~~Co-Producer|Buddy Johnson|Production~~Co-Producer|Phil Beauman|Production
77016,Jake Gyllenhaal|Brian Taylor|0~~Michael Peña|Mike Zavala|1~~Natalie Martinez|Gabby Zavala|2~~Anna Kendrick|Janet Taylor|3~~David Harbour|Van Hauser|4~~Frank Grillo|Sarge|5~~America Ferrera|Officer Orozco|6~~Cody Horn|Officer Davis|7~~Shondrella Avery|Bonita|8~~Hugh Daly|Homicide Detective 2|9~~Gene Hong|Officer Cho|10~~Cle Shaheed Sloan|Mr. Tre|11~~Jaime FitzSimons|Captain Reese|12~~Everton Lawrence|Man Friend|13~~Zone|Too Tall|16~~Alvin Norman|Peanut|17~~Richard Cabral|Demon|18~~Diamonique|Wicked|19~~Maurice Compte|Big Evil|20~~Flakiss|La La|21~~Manny Jimenez Jr.|Casper|22~~Nikki Nicholle Barreras|Cindy|23~~Kristy Wu|Sook|24~~Candace Smith|Sharice|25~~Corina Calderon|Jazmine|26,Director|David Ayer|Directing~~Producer|David Ayer|Production~~Producer|Matt Jackson|Production~~Producer|John Lesher|Production~~Executive Producer|Jake Gyllenhaal|Production~~Executive Producer|Guy East|Production~~Executive Producer|Randall Emmett|Production~~Screenplay|David Ayer|Writing~~Director of Photography|Roman Vasyanov|Camera~~Original Music Composer|David Sardy|Sound~~Editor|Dody Dorn|Editing~~Production Design|Devorah Herbert|Art~~Costume Design|Mary Claire Hannan|Costume & Make-Up~~Casting|Mary Vernieu|Production~~Casting|Lindsay Graham|Production
11478,"Joshua Jackson|Lucas ""Luke"" McNamara|0~~Paul Walker|Caleb Mandrake|1~~Hill Harper|Will Beckford|2~~Leslie Bibb|Chloe Whitfield|3~~Christopher McDonald|Martin Lombard|4~~Steve Harris|Detective Sparrow|5~~William Petersen|Ames Levritt|6~~Craig T. Nelson|Litten Mandrake|7~~David Asman|Jason Pitcairn|8~~Scott Gibson|Travis Wheeler|9~~Nigel Bennett|Dr. Rupert Whitney|10~~Andrew Kraulis|McBride|11~~Derek Aasland|Sullivan|12~~Jennifer Melino|J.J.|13~~Noah Danby|Hugh Mauberson|14~~Malin Åkerman|Coed|15~~Shaw Madson|Chad MacIntosh|16",Director|Rob Cohen|Directing~~Producer|Neal H. Moritz|Production~~Producer|John Pogue|Production~~Screenplay|John Pogue|Writing~~Director of Photography|Shane Hurlbut|Camera~~Original Music Composer|Randy Edelman|Sound~~Editor|Peter Amundson|Editing
266856,Eddie Redmayne|Stephen Hawking|0~~Felicity Jones|Jane Hawking|1~~Charlie Cox|Jonathan Hellyer Jones|2~~Emily Watson|Beryl Wilde|3~~Simon McBurney|Frank Hawking|4~~David Thewlis|Dennis Sciama|5~~Maxine Peake|Elaine Mason|6~~Harry Lloyd|Brian|7~~Tom Prior|Robert Hawking (Age 17)|8~~Sophie Perry|Lucy Hawking (Age 14)|9~~Finlay Wright-Stephens|Timothy Hawking (Age 8)|10~~Alice Orr-Ewing|Diana King|11~~Thomas Morrison|Carter|12~~Michael Marcus|Ellis|13~~Gruffudd Glyn|Rees|14~~Paul Longley|Barman - Rowing Club|15~~Guy Oliver-Watts|George Wilde|16~~Lucy Chappell|Mary Hawking|17~~Charlotte Hope|Philippa Hawking|18~~Abigail Cruttenden|Isobel Hawking|19~~Nicholas Gerard-Martin|Physicist #1|20~~Brett Brown|Physicist #2|21~~Anthony Skrimshire|Physicist #3|22~~Christian McKay|Roger Penrose|23~~Adam Godley|Senior Doctor - Cambridge Hospital|24,
13411,,Director|John Whitesell|Directing~~Director of Photography|Mark Irwin|Camera~~Original Music Composer|John Van Tongeren|Sound~~Editor|Cara Silverman|Editing~~Production Design|William A. Elliott|Art~~Casting|Mary Vernieu|Production~~Casting|Felicia Fasano|Production~~Art Direction|Daniel A. Lomino|Art~~Writer|Jamie Kennedy|Writing~~Writer|Nick Swardson|Writing~~Writer|Fax Bahr|Writing
10564,,Director|Matt Williams|Directing~~Screenplay|Lowell Ganz|Writing~~Director of Photography|Richard Greatrex|Camera~~Original Music Composer|Mason Daring|Sound~~Editor|Ian Crafford|Editing~~Novel|Billie Letts|Writing
947,,Director|David Lean|Directing~~Producer|Sam Spiegel|Production~~Producer|Robert A. Harris|Production~~Screenplay|Michael Wilson|Writing~~Screenplay|Robert Bolt|Writing~~Director of Photography|Freddie Young|Camera~~Original Music Composer|Maurice Jarre|Sound~~Editor|Anne V. Coates|Editing~~Production Design|John Box|Art~~Costume Design|Phyllis Dalton|Costume & Make-Up~~Costume Design|John Wilson-Apperson|Costume & Make-Up~~Casting|Maude Spector|Production~~Art Direction|John Stoll|Art~~Art Direction|Anthony Masters|Art~~Assistant Editor|Ray Lovejoy|Editing~~Sound Editor|Winston Ryder|Sound~~Assistant Art Director|Terence Marsh|Art~~Special Effects|Cliff Richardson|Crew~~Makeup Artist|Charles E. Parker|Costume & Make-Up~~Location Manager|Douglas Twiddy|Production
24150,"Scout Taylor-Compton|Laurie Strode|0~~Sheri Moon Zombie|Deborah Myers|1~~Tyler Mane|Michael Myers|2~~Chase Wright Vanek|Young Michael|3~~Brad Dourif|Sheriff Lee Brackett|4~~Malcolm McDowell|Dr. Samuel Loomis|5~~Angela Trimbur|Harley David|6~~Danielle Harris|Annie Brackett|7~~Caroline Williams|Dr. Maple|8~~Howard Hesseman|Uncle Meat|9~~Duane Whitaker|Sherman Benny|10~~Betsy Rue|Jazlean Benny|11~~Greg Travis|Deputy Neale|12~~""Weird Al"" Yankovic|Weird Al Yankovic|13~~Chris Hardwick|David Newman|14~~Sean Whalen|Becks|15~~Margot Kidder|Barbara Collier|16~~Octavia Spencer|Nurse Daniels|17~~Brea Grant|Mya Rockwell|18~~Sylvia Jefferies|Misty Dawn|19~~Diane Ayala Goldner|Jane Salvador|20~~Nicky Whelan|Wendy Snow|21~~Catherine Dyer|Reporter|22~~Dayton Callie|Coroner Hooks|23~~Richard Brake|Gary Scott|24",Director|Rob Zombie|Directing~~Producer|Rob Zombie|Production~~Producer|Andy Gould|Production~~Producer|Malek Akkad|Production~~Executive Producer|Bob Weinstein|Production~~Executive Producer|Harvey Weinstein|Production~~Director of Photography|Brandon Trost|Camera~~Production Design|Garreth Stover|Art~~Costume Design|Mary E. McLeod|Costume & Make-Up~~Casting|Monika Mikkelsen|Production~~Art Direction|T.K. Kirkpatrick|Art~~Music|Tyler Bates|Sound~~Writer|Rob Zombie|Writing~~Set Decoration|Lori Mazuer|Art~~Gaffer|Timothy Healy|Lighting~~Script Supervisor|Anna Rane|Directing~~Script Supervisor|Sharon Watt|Directing
18405,Garret Dillahunt|Krug|0~~Michael Bowen|Morton|1~~Joshua Cox|Giles|2~~Riki Lindhome|Sadie|3~~Aaron Paul|Francis|4~~Sara Paxton|Mari Collingwood|5~~Monica Potter|Emma Collingwood|6~~Tony Goldwyn|John Collingwood|7~~Martha MacIsaac|Paige|8~~Spencer Treat Clark|Justin|9~~Usha Khan|Maid|10,Director|Dennis Iliadis|Directing~~Producer|Wes Craven|Production~~Producer|Sean S. Cunningham|Production~~Producer|Marianne Maddalena|Production~~Executive Producer|Ray Haboush|Production~~Screenplay|Carl Ellsworth|Writing~~Screenplay|Adam Alleca|Writing~~Story|Wes Craven|Writing~~Cinematography|Sharone Meir|Crew~~Editor|Peter McNulty|Editing~~Production Design|Johnny Breedt|Art~~Production Design|Cecelia van Straaten|Art~~Costume Design|Janie Bryant|Costume & Make-Up~~Casting|Nancy Nayor|Production~~Casting|Scout Masterson|Production~~Art Direction|Shira Hockman|Art~~Music|John Murphy|Sound~~Set Decoration|Melinda Launspach|Art~~Associate Producer|David Wicht|Production~~Associate Producer|Vlokkie Gordon|Production
6961,Debra Messing|Kat Ellis|0~~Dermot Mulroney|Nick Mercer|1~~Amy Adams|Amy Ellis|2~~Jack Davenport|Edward Fletcher-Wooten|3~~Jeremy Sheffield|Jeffrey|4~~Peter Egan|Victor Ellis|5~~Sarah Parish|TJ|6~~Holland Taylor|Bunny|8~~Jay Simon|The Flight Attendant|9~~Danielle Lewis|Pretty Woman|10,Director|Clare Kilner|Directing~~Producer|Paul Brooks|Production~~Producer|Jessica Bendinger|Production~~Producer|Nathalie Marciano|Production~~Original Music Composer|Blake Neely|Sound~~Editor|Mary Finlay|Editing~~Production Design|Tom Burton|Art~~Costume Design|Louise Page|Costume & Make-Up~~Set Decoration|Barbara Herman-Skelding|Art~~Writer|Dana Fox|Writing~~Music|Adam Levine|Sound
11442,Jamie Lee Curtis|Laurie Strode|0~~Brad Loree|Michael Myers|1~~Busta Rhymes|Freddie Harris|2~~Bianca Kajlich|Sara Moyer|3~~Katee Sackhoff|Jen|4~~Thomas Ian Nicholas|Bill|5~~Tyra Banks|Nora|6~~Sean Patrick Thomas|Rudy|7~~Ryan Merriman|Myles Barton|8~~Daisy McCrackin|Donna|9~~Luke Kirby|Jim|10~~Billy Kay|Myles Barton|11~~Gus Lynch|Harold|12~~Lorena Gale|Nurse Wells|13~~Marisa Rudiak|Nurse Phillips|14~~Brent Chapman|Franklin|15~~Dan Joffre|Willie|16~~Haig Sutherland|Aron|17~~Brad Sihvon|Charley|18~~Kelly Nielson|Officer|19~~Gary J. Tunnicliffe|Officer|20~~Ryan McDonald|Letter Sweater Guy|21~~Charisse Baker|Teen Girl #2|22~~Natassia Malthe|French Maid|23~~Kyle Labine|Teen Party Guy|24,Director|Rick Rosenthal|Directing~~Executive Producer|Moustapha Akkad|Production~~Screenplay|Larry Brand|Writing~~Director of Photography|David Geddes|Camera~~Original Music Composer|Danny Lux|Sound~~Editor|Robert A. Ferretti|Editing
2493,,Director|Rob Reiner|Directing~~Producer|Rob Reiner|Production~~Producer|Andrew Scheinman|Production~~Executive Producer|Norman Lear|Production~~Screenplay|William Goldman|Writing~~Director of Photography|Adrian Biddle|Camera~~Original Music Composer|Mark Knopfler|Sound~~Editor|Robert Leighton|Editing~~Production Design|Norman Garwood|Art~~Costume Design|Phyllis Dalton|Costume & Make-Up~~Casting|Janet Hirshenson|Production~~Casting|Jane Jenkins|Production~~Art Direction|Richard Holland|Art~~Set Decoration|Maggie Gray|Art~~Novel|William Goldman|Writing~~Supervising Art Director|Keith Pain|Art~~Script Supervisor|Ceri Evans|Directing~~Sound Mixer|David John|Sound
14047,Denzel Washington|Melvin B. Tolson|0~~Nate Parker|Henry Lowe|1~~Forest Whitaker|Dr. James Farmer Sr.|2~~Denzel Whitaker|James Farmer Jr.|3~~Kimberly Elise|Pearl Farmer|4~~Jermaine Williams|Hamilton Burgess|5~~Gina Ravera|Ruth Tolson|6~~John Heard|Sheriff Dozier|7~~Devyn A. Tyler|Helen Farmer|8~~Trenton McClain Boyd|Nathaniel Farmer|9~~Ritchie Montgomery|Deputy|10~~Jackson Walker|Pig Owner|11~~Tim Parati|Pig Farmer|12~~Robert X. Golphin|Dunbar Reed|13~~Justice Leak|Harland Osbourne|14~~Glen Powell|Harvard Debater #1|15~~Brad Watkins|Harvard Debater #2|16~~Brian Smiar|Harvard Dean|17~~Damien Leake|Wilson|18~~Voltaire Sterling|Paul Quinn Debater #1|19~~Stephen Rider|Paul Quinn Debater #2|20~~Gordon Danniels|Paul Quinn Debate Judge|21~~Donny Boaz|Oklahoma City College Debater #1|22~~Samuel Elliott Whisnant|Oklahoma City College Debater #2|23~~Bonnie Johnson|Dr. Jennings|24,Director|Denzel Washington|Directing~~Producer|Oprah Winfrey|Production~~Producer|Joe Roth|Production~~Producer|Todd Black|Production~~Executive Producer|Bob Weinstein|Production~~Executive Producer|Harvey Weinstein|Production~~Executive Producer|David Crockett|Production~~Story|Jeffrey Porro|Writing~~Director of Photography|Philippe Rousselot|Camera~~Original Music Composer|James Newton Howard|Sound~~Original Music Composer|Peter Golub|Sound~~Editor|Hughes Winborne|Editing~~Production Design|David J. Bomba|Art~~Costume Design|Sharen Davis|Costume & Make-Up~~Casting|Denise Chamian|Production~~Art Direction|John R. Jensen|Art~~Set Decoration|Patrick Cassidy|Art~~Writer|Robert Eisele|Writing~~Co-Producer|Molly Allen|Production
64690,Ryan Gosling|Driver|0~~Carey Mulligan|Irene|1~~Bryan Cranston|Shannon|2~~Albert Brooks|Bernie Rose|3~~Oscar Isaac|Standard|4~~Christina Hendricks|Blanche|5~~Ron Perlman|Nino|6~~Kaden Leos|Benicio|7~~Jeff Wolfe|Tan Suit|8~~James Biberi|Cook|9~~Russ Tamblyn|Doc|10~~Joe Bucaro III|Chauffeur|11~~Tiara Parker|Young Woman|12~~Tim Trella|Hitman #1|13~~Jimmy Hart|Hitman #2|14~~Tina Huang|Waitress|15~~Andy San Dimas|Stripper|16~~John Pyper-Ferguson|Bearded Redneck|17~~Craig Baxley Jr|Masked Man #1|18~~Joe Pingue|Assistant Director #1|19~~Dieter Busch|Assistant Director #2|20~~Chris Muto|Caterer|21~~Cesar Garcia|Waiter|22~~Mara LaFontaine|Movie Star Girlfriend|23~~Rio Ahn|Police Actor in Makeup Chair (uncredited)|24,Director|Nicolas Winding Refn|Directing~~Producer|Gigi Pritzker|Production~~Producer|Marc Platt|Production~~Producer|Adam Siegel|Production~~Screenplay|Hossein Amini|Writing~~Director of Photography|Newton Thomas Sigel|Camera~~Original Music Composer|Cliff Martinez|Sound~~Editor|Matthew Newman|Editing~~Production Design|Beth Mickle|Art~~Costume Design|Erin Benach|Costume & Make-Up~~Casting|Mindy Marin|Production~~Art Direction|Christopher Tandon|Art~~Dialogue Editor|Dan Korintus|Editing~~Thanks|Hugh Jackman|Crew~~Foley|Catherine Harper|Sound~~Foley|Christopher Moriana|Sound~~Unit Production Manager|Jeffrey Stott|Production~~Post Production Supervisor|Michael Toji|Crew
11132,Lindsay Lohan|Mary Elizabeth Cep|0~~Adam Garcia|Stu|1~~Glenne Headly|Karen|2~~Alison Pill|Ella|3~~Megan Fox|Carla|4~~Barbara Mamabolo|Robin|5~~Pedro Miguel Arce|le contrôleur de billets|6~~Jessica Barrera||7,Director|Sara Sugarman|Directing~~Producer|Jerry Leider|Production~~Producer|Robert Shapiro|Production~~Screenplay|Gail Parent|Writing~~Director of Photography|Stephen H. Burum|Camera~~Original Music Composer|Mark Mothersbaugh|Sound~~Editor|Anita Brandt-Burgoyne|Editing~~Novel|Dyan Sheldon|Writing
17127,Jennifer Aniston|Nina Borowski|0~~Paul Rudd|George Hanson|1~~Hayden Panettiere|Mermaid|2~~Alan Alda|Sidney Miller|3~~Allison Janney|Constance Miller|4~~John Pankow|Vince McBride|5~~Steve Zahn|Frank Hanson|6~~Nigel Hawthorne|Rodney Fraser|7~~Gabriel Macht|Steve Casillo|8~~Kevin Carroll|Louis Crowley|9~~Sarah Hyland|Molly|10~~Tim Daly|Dr. Robert Joley|11~~Audra McDonald|Wedding Singer|12~~Amo Gulinello|Paul James|13~~Paz de la Huerta|13-Year-Old Sally|14,Director|Nicholas Hytner|Directing~~Screenplay|Wendy Wasserstein|Writing~~Director of Photography|Oliver Stapleton|Camera~~Original Music Composer|George Fenton|Sound~~Editor|Tariq Anwar|Editing~~Production Design|Jane Musky|Art~~Art Direction|Patricia Woodbridge|Art~~Set Decoration|Susan Bode|Art~~Novel|Stephen McCauley|Writing
1562,Imogen Poots|Tammy Harris|0~~Robert Carlyle|Don|1~~Rose Byrne|Scarlet|2~~Jeremy Renner|Sergeant Doyle|3~~Harold Perrineau|Flynn|4~~Catherine McCormack|Alice|5~~Idris Elba|General Stone|6~~Mackintosh Muggleton|Andy|7~~Amanda Walker|Sally|8~~Shahid Ahmed|Jacob|9~~Garfield Morgan|Geoff|10~~Emily Beecham|Karen|11~~Beans El-Balawi|Boy in Cottage|12~~Meghan Popiel|DLR Soldier|13~~Stewart Alexander|Military Officer|14~~Philip Bulcock|Senior Medical Officer|15~~Chris Ryman|Rooftop Sniper|16~~Tristan Tait|Soldier|17~~William Meredith|Medical Officer|18~~Matt Reeves|Bunker Soldier|19~~Thomas Garvey|Bunker Major|20~~Tom Bodell|Medical Centre Lobby Soldier|21~~Andrew Byron|Carpark Soldier|22~~Sarah Finigan|Carpark Civilian|23~~Roderic Culver|Carpark Civilian|24,
232679,,Director|Thomas Carter|Directing~~Producer|David Zelon|Production~~Writer|David Zelon|Writing~~Writer|Scott Marshall Smith|Writing~~Makeup Artist|Melanie Deforrest|Costume & Make-Up~~Novel|Neil Hayes|Writing
